2	Are	-
3	u	-
4	afraid	-
5	ur	-
6	wife	-
7	will	-
8	have	-
9	lusty	-
10	sex	-
11	w/	8
12	obama	-
13	?	-
14	"	-

TWEET	152378701198270465	15344366
1	Morons	-
2	who	-
3	leave	-
4	Orkut	-
5	and	-
6	join	-
7	facebook	-
8	,	-
9	twitter	-
10	should	-
11	be	-
12	treated	-
13	as	12
14	immigrants	-
15	.	-

TWEET	51685120708579328	165989683
1	Dear	-
2	I	-
3	think	-
4	we	-
5	are	-
6	facing	-
7	a	-
8	problem	-
9	,	-
10	you	-
11	act	-
12	like	11
13	you	-
14	love	-
15	me	-
16	no	-
17	longer	-
18	.	-

TWEET	517120513353998336	16330073
1	@theDYNAMICS	-
2	fair	-
3	point	-
4	..	-
5	I	-
6	stopped	-
7	copping	-
8	and	-
9	haven't	-
10	seen	-
11	a	-
12	big	-
13	size	-
14	AM1	-
15	in	10
16	ages	-
17	from	10
18	him	-

TWEET	143760736043274240	21549806
1	RT	-
2	@SoCal_Sports	-
3	:	-
4	Video	-
5	:	-
6	@GaryPayton_20	-
7	Plays	-
8	"	-
9	Name	-
10	that	-
11	Glove	-
12	"	-
13	Game	-
14	-	-
15	http://t.co/qzohReaJ	-
16	-	-
17	How's	-
18	YOUR	-
19	glove	-
20	knowledge	-
21	compare	-
22	to	21
23	Gary's	-
24	?	-

TWEET	28858881929	50033688
1	RT	-
2	@ihateKatStacks	-
3	pull	-
4	out	-
5	a	-
6	gold	-
7	magnum	-
8	condom	-
9	while	3
10	packing	-
11	a	-
12	4	-
13	inch	-
14	dick	-
15	#WhoDoesThat	-
16	-----	-
17	LMFAO	-
18	...	-
19	#DamnShame	-
20	...	-

TWEET	7172115637	41068681
1	~	-
2	red	-
3	lanterns	-
4	~	-
5	swing	-
6	incense	-
7	breeze	-
8	~	-
9	wind	-
10	in	9
11	wonder	-
12	~	-
13	(	-
14	via	15
15	@Jemfyr	-
16	)	-
17	-(!)	-

TWEET	469176327548182528	29819013
1	A	-
2	disastrous	-
3	two	-
4	years	-
5	.	-
6	RT	-
7	@SInow	-
8	:	-
9	Report	-
10	:	-
11	Damontre	-
12	Harris	-
13	will	-
14	not	-
15	return	-
16	to	15
17	Florida	-
18	:	-
19	http://t.co/mGosVrnIkC	-
20	http://t.co/IEZLPN75ZX	-

TWEET	158803102630293505	264021226
1	@TuRbii	-
2	Yes	-
3	.	-
4	I'm	-
5	also	-
6	gong	-
7	to	6
8	Eastside's	-
9	pre-show	-
10	rehearsal	-
11	,	-
12	and	-
13	trying	-
14	to	-
15	go	-
16	to	15
17	yours	-
18	as	-
19	well	-
20	.	-
21	#TeamDiddleHype	-
22	#ReppinHomeTeams	-

TWEET	5156497709342720	32569870
1	Bring	-
2	Me	-
3	The	-
4	Horizon	-
5	confirms	-
6	Sidewave	-
7	show	-
8	in	7
9	Melbourne	-
10	http://bit.ly/ayWVg8	-

TWEET	239051572120788992	24326170
1	Back	-
2	in	1
3	the	-
4	US	-
5	of	4
6	A	-
7	.	-
8	missing	-
9	all	-
10	the	-
11	French	-
12	already	-
13	.	-
14	#socialisttweet	-

TWEET	270497710933696512	18857195
1	Filipino	-
2	tweeps	-
3	are	-
4	at	2
5	it	-
6	again	-
7	.	-
8	#WhenIWasBataPa	-
9	=	-
10	#WhenIWasJustAKid	-
11	:D	-

TWEET	141736981951545344	23028218
1	Great	-
2	to	-
3	see	-
4	you	-
5	on	4
6	stage	-
7	with	4
8	#PaulBrandt	-
9	tonight	-
10	Greg	-
11	.	-
12	Loved	-
13	revival	-
14	!	-
15	@gregsczebel	-

TWEET	457896072514650112	17387424
1	@festinagirl	-
2	Fantastic	-
3	to	-
4	see	-
5	an	-
6	Asian	-
7	rider	-
8	making	-
9	the	-
10	most	-
11	of	13
12	finally	-
13	being	-
14	in	13
15	a	-
16	WT	-
17	team	-
18	.	-
19	He's	-
20	always	-
21	been	-
22	a	-
23	super	-
24	hard	-
25	worker	-

TWEET	3957079471554560	56590664
1	Wow	-
2	.	-
3	Nothing	-
4	like	3
5	losing	-
6	both	-
7	draws	-
8	then	-
9	coming	-
10	out	9
11	of	9
12	the	-
13	mall	-
14	to	-
15	find	-
16	your	-
17	window	-
18	smashed	-
19	.	-

TWEET	28913081178	184199269
1	Who	-
2	you	-
3	twitter	-
4	banging	-
5	?	-
6	Since	0
7	the	-
8	chances	-
9	of	8
10	you	-
11	getting	-
12	for	11
13	real	-
14	is	-
15	"	-
16	0	-
17	".	-
18	Me	-
19	Jada	-
20	Pinkett	-
21	Smith	-
22	.	-
23	Sorry	-
24	Will	-
25	.	-
26	Just	-
27	a	-
28	lil	-
29	twit	-
30	adultry	-
31	.	-
32	:)	-

TWEET	208054939321253889	229671873
1	@_MyHipsDontLie_	-
2	You	-
3	would	-
4	have	-
5	had	-
6	1,987,001	-
7	followers	-
8	if	10
9	you	-
10	did	-
11	<3	-
12	lol	-

TWEET	28926565231	27556737
1	@WaddleandSilvy	-
2	sup	-
3	shirt	-
4	off	0

TWEET	52744593745260544	34044704
1	Tryna	-
2	go	-
3	to	2
4	at	3
5	least	-
6	5	-
7	phillies	-
8	games	-
9	this	-
10	season	-

TWEET	1430011154	24267097
1	Will	-
2	be	-
3	briefing	-
4	today	-
5	in	3
6	iambic	-
7	pentameter	-
8	.	-
9	The	-
10	wind	-
11	is	-
12	light	-
13	and	-
14	east	-
15	is	-
16	better	-

TWEET	1873442211	19001664
1	@jschaible05	-
2	my	-
3	cousin	-
4	supplied	-
5	cameras	-
6	and	-
7	put	-
8	a	-
9	card	-
10	on	7
11	each	-
12	table	-
13	with	9
14	a	-
15	flickr	-
16	address	-
17	for	16
18	everyone	-
19	to	-
20	upload	-
21	their	-
22	photos	-
23	to	20

TWEET	28926280590	21635378
1	@Chief_Inspector	-
2	I	-
3	got	-
4	some	-
5	inking	-
6	done	-
7	on	6
8	him	-
9	this	-
10	morning	-
11	.	-
12	Not	-
13	long	-
14	now	-
15	.	-

TWEET	318958370663043073	35690879
1	Kenya	-
2	:	-
3		-
4	?	-
5	Green	-
6	Card	-
7	'	-
8	to	-
9	be	-
10	abolished	-
11	by	10
12	US	-
13	government	-
14	:	-
15	The	-
16	annual	-
17	diversity	-
18	visa	-
19	lottery	-
20	commonly	-
21	known	-
22	as	21
23	the	-
24	...	-
25	http://t.co/tCs28wMu4m	-

TWEET	2936869507	11059372
1	@coreypein	-
2	only	-
3	if	-
4	followed	-
5	by	4
6	locusts	-

TWEET	83081188935348224	27499104
1	I	-
2	made	-
3	$300	-
4	.	-
5	That	-
6	is	-
7	on	6
8	top	-
9	of	8
10	the	-
11	$550	-
12	I've	-
13	made	-
14	earlier	-
15	on	13
16	this	-
17	trip	-
18	.	-
19	Not	-
20	bad	-
21	if	0
22	I	-
23	do	-
24	say	-
25	so	-
26	myself	-
27	.	-

TWEET	197746087845560320	16472557
1	The	-
2	Best	-
3	is	-
4	Yet	-
5	to	-
6	Come	-
7	....	-
8	Hand	-
9	painted	-
10	sign	-
11	by	10
12	Inspired	-
13	by	12
14	Charm	-
15	http://t.co/wSqCFlFC	-
16	via	15
17	@pinterest	-
18	Yeah	-
19	Baby	-
20	!!!!	-

TWEET	5167405964	17572079
1	@jademonique	-
2	sucking	-
3	them	-
4	up	-
5	with	2
6	a	-
7	vacuum	-
8	cleaner	-
9	is	-
10	a	-
11	much	-
12	funnier	-
13	method	-
14	to	-
15	watch	-
16	;)	-

TWEET	393572655862800386	15486847
1	@elusivetones	-
2	I've	-
3	been	-
4	using	-
5	PT10	-
6	was	-
7	almost	-
8	a	-
9	year	-
10	&	-
11	have	-
12	not	-
13	had	-
14	any	-
15	issues	-
16	.	-
17	I	-
18	use	-
19	it	-
20	with	19
21	an	-
22	older	-
23	002	-
24	rack	-
25	interface	-
26	.	-

TWEET	226557761100587008	28639484
1	Photo	-
2	:	-
3	First	-
4	time	-
5	at	4
6	VLHS	-
7	reminds	-
8	me	-
9	of	7
10	The	-
11	Clinic	-
12		-
13	awesome	-
14	(	-
15	Taken	-
16	with	15
17	Instagram	-
18	)	-
19	http://t.co/kNEkgmOL	-

TWEET	60658982171320320	15874627
1	@chrisphin	-
2	I	-
3	consider	-
4	myself	-
5	a	-
6	celebrity	-
7	,	-
8	based	-
9	purely	-
10	on	8
11	google	-
12	search	-
13	rankings	-
14	...	-
15	does	-
16	that	-
17	count	-
18	?	-

TWEET	374518819785412609	6042182
1	Why	-
2	the	-
3	pension	-
4	contribution	-
5	(	-
6	EPS	-
7	)	-
8	in	4
9	EPFO	-
10	will	-
11	go	-
12	bust	-
13	soon	-
14	.	-
15	http://t.co/r8VfCKwDdm	-

TWEET	28930544471	23137205
1	@paulmto	-
2	Talking	-
3	points	-
4	?	-
5	#RobFord	-
6	has	-
7	a	-
8	new	-
9	idea	-
10	to	-
11	bring	-
12	to	11
13	City	-
14	of	13
15	Toronto	-
16	politics	-
17	:	-
18	saving	-
19	money	-
20	instead	-
21	of	20
22	wasting	-
23	it	-
24	.	-
25	#voteto	-

TWEET	3148224549	882061
1	@kpdaddario	-
2	Does	-
3	Syracuse	-
4	charge	-
5	for	4
6	that	-
7	?	-

TWEET	402890431010443264	26658915
1	lmao	-
2	people	-
3	are	-
4	confusing	-
5	Kid	-
6	Ink	-
7	for	6
8	Chris	-
9	Brown	-
10	at	4
11	the	-
12	mall	-
13	?	-

TWEET	175090413810630656	17039599
1	Dear	-
2	politician	-
3	can	-
4	you	-
5	not	-
6	put	-
7	your	-
8	face	-
9	over	6
10	the	-
11	direction	-
12	signages	-
13	in	12
14	the	-
15	city	-
16	.	-
17	Its	-
18	having	-
19	a	-
20	disastrous	-
21	impact	-
22	on	21
23	the	-
24	country	-
25	.	-

TWEET	5902226948	19369167
1	Charles	-
2	Pratt	-
3	is	-
4	fired	-
5	!	-
6	Gone	-
7	from	6
8	All	-
9	My	-
10	Children	-
11	forever	-
12	!	-
13	I	-
14	was	-
15	having	-
16	a	-
17	shitty	-
18	day	-
19	and	-
20	now	-
21	here	-
22	it	-
23	is	-
24	:	-
25	proof	-
26	that	25
27	prayer	-
28	really	-
29	does	-
30	work	-
31	!	-

TWEET	468133322413969409	16556044
1	Leah	-
2	had	-
3	me	-
4	pose	-
5	for	4
6	pics	-
7	.	-
8	Nothing	-
9	like	8
10	a	-
11	4	-
12	year	-
13	old	-
14	directing	-
15	the	-
16	photo	-
17	shoot	-
18	!	-
19	#volcom	-
20	#family	-
21	http://t.co/OeqnIn7vqo	-

TWEET	140069994632454144	14770504
1	PEOPLE	-
2	OF	1
3	THE	-
4	INTERNET	-
5	!	-
6	The	-
7	Prince	-
8	doco	-
9	is	-
10	on	9
11	at	10
12	9PM	-
13	on	10
14	BBC4	-
15	,	-
16	and	-
17	then	-
18	Purple	-
19	Rain	-
20	is	-
21	on	20
22	at	21
23	10PM	-
24	.	-
25	Apologies	-
26	for	25
27	earlier	-
28	incorrect	-
29	timings	-
30	.	-

TWEET	412900941705543680	24172140
1	Yoga	-
2	tuesday	-
3	!	-
4	(@	0
5	Gold's	-
6	Gym	-
7	w/	0
8	@iamjoniel	-
9	)	-
10	http://t.co/n0p5NIdTV1	-

TWEET	270243227049807874	24166356
1	@cinchel	-
2	ten	-
3	years	-
4	ago	3
5	I	-
6	would	-
7	have	-
8	made	-
9	trip	-
10	hop	-
11	record	-
12	for	11
13	sure	-
14	:)	-
15	,	-
16	ooopss	-
17	maybe	-
18	15	-
19	years	-
20	ago	19
21	;)	-

TWEET	262754197475323904	17191475
1	I	-
2	unlocked	-
3	the	-
4	The	-
5	Walking	-
6	Dead	-
7	:	-
8	Walk	-
9	With	8
10	Me	-
11	sticker	-
12	on	2
13	#GetGlue	-
14	!	-
15	http://t.co/MfwBJF9W	-

TWEET	500433833838542848	19127871
1	@TheWWESmackDown	-
2	give	-
3	these	-
4	stars	-
5	a	-
6	shot	-
7	at	6
8	other	-
9	titles	-
10	.	-
11	Not	-
12	just	-
13	the	-
14	WWE	-
15	belt	-

TWEET	395846621839118337	53669682
1	Although	-
2	your	-
3	desire	-
4	to	-
5	achieve	-
6	financial	-
7	success	-
8	could	-
9	become	-
10	...	-
11	More	-
12	for	11
13	Leo	-
14	http://t.co/JZGAvYF397	-

TWEET	452487197305098241	43707546
1	Before	7
2	this	-
3	week	-
4	,	-
5	I'd	-
6	never	-
7	gotten	-
8	off	-
9	at	7
10	the	-
11	Chinatown	-
12	stop	-
13	.	-
14	This	-
15	week	-
16	I've	-
17	gotten	-
18	off	-
19	there	-
20	3	-
21	times	-
22	.	-
23	#weird	-

TWEET	349558135528239104	15703339
1	@candyschao	-
2	ANYhoo	-
3	,	-
4	happy	-
5	date-iversary	-
6	to	5
7	you	-
8	!	-

TWEET	212436295052566528	28856555
1	@Battlefield	-
2	@EA_DICE	-
3	when	-
4	is	-
5	#BF3CQ	-
6	released	-
7	for	6
8	premium	-
9	members	-
10	-	-
11	I	-
12	tried	-
13	it	-
14	first	-
15	thing	-
16	(	-
17	x360	-
18	)	-
19	&	-
20	nothing	-
21	was	-
22	available	-
23	for	22
24	download	-
25	yet	-
26	!?	-

TWEET	6403747443	16837930
1	@ChuckSpurg	-
2	you	-
3	said	-
4	that	-
5	?	-
6	:)	-
7	-	-
8	thanks	-
9	man	-
10	.	-
11	i	-
12	work	-
13	in	12
14	chennai	-
15	as	12
16	a	-
17	SAP	-
18	consultant	-

TWEET	513878336993378305	24723905
1	@JessRa93	-
2	me	-
3	tooooo	-
4	*	-
5	le	-
6	hugs	-
7	*	-
8	But	-
9	for	14
10	now	-
11	,	-
12	I	-
13	gotta	-
14	save	-
15	up	-
16	for	14
17	the	-
18	visa	-
19	&	-
20	pocket	-
21	money	-
22	...	-
23	coz	14
24	traveling	-
25	there	-
26	is	-
27	sooooo	-
28	expensive	-

TWEET	465067064168701952	23085840
1	When	-
2	Mining	-
3	Companies	-
4	Prevail	-
5	:	-
6	Sometimes	-
7	I	-
8	weep	-
9	when	-
10	I	-
11	read	-
12	what	-
13	is	-
14	written	-
15	in	14
16	our	-
17	newspap	-
18	...	-
19	http://t.co/HQ3O10FvIK	-
20	(	-
21	Zambian	-
22	Economist	-
23	)	-

TWEET	269479701871984640	55122575
1	http://t.co/CkuXx7kr	-
2	Kris	-
3	Gethin	-
4	12-Week	-
5	Daily	-
6	Trainer	-
7	Week	-
8	2-	-
9	Day	-
10	10	-
11	:	-
12	http://t.co/7PYVHlpY	-
13	via	12
14	@youtube	-

TWEET	443694577909002240	14396152
1	I	-
2	weighed	-
3	in	2
4	and	-
5	gained	-
6	0.9	-
7	lbs	-
8	.	-
9	#LoseIt	-

TWEET	28923855754	89291432
1	@bieberispimpin	-
2	hey	-
3	:D	-
4	please	-
5	read	-
6	this	-
7	for	5
8	me	-
9	!	-
10	http://twitition.com/tiexm/	-
11	i	-
12	really	-
13	wanna	-
14	meet	-
15	@justinbieber	-
16	in	14
17	Montreal	-
18	!	-
19	<3	-

TWEET	201388592721952769	19378458
1	Domino's	-
2	Pizza	-
3	in	2
4	St.	-
5	Andrews	-
6	!	-
7	cc	-
8	:	-
9	@annawahidiati	-
10	http://t.co/tQpSq5Bb	-

TWEET	269766092619149312	20024843
1	I	-
2	just	-
3	updated	-
4	my	-
5	Weebly	-
6	website	-
7	.	-
8	http://t.co/1ruTrFoJ	-
9	via	8
10	@weebly	-

TWEET	79213742906290176	50080752
1	@updateconf	-
2	I	-
3	think	-
4	I	-
5	thought	-
6	a	-
7	ticket	-
8	the	-
9	other	-
10	day	-
11	-	-
12	PayPal	-
13	says	-
14	Yes	-
15	,	-
16	Eventbrite's	-
17	never	-
18	heard	-
19	of	18
20	me	-
21	.	-
22	Can	-
23	you	-
24	confirm	-
25	success/fail	-
26	status	-
27	?	-

TWEET	251050823759572992	63208521
1	My	-
2	phone	-
3	needs	-
4	to	-
5	get	-
6	cut	-
7	on	6
8	pronto	-

TWEET	45126188196306944	29228395
1	Bullying	-
2	isn't	-
3	just	-
4	for	2
5	kids	-
6	anymore	-
7	!	-
8	http://t.co/M9EOztY	-
9	via	8
10	@change	-

TWEET	121791698362834944	59948852
1	I	-
2	ordered	-
3	a	-
4	ton	-
5	of	4
6	@SoapandGlory	-
7	stuff	-
8	!!!	-
9	#SexyMotherPucker	-

TWEET	1002904179	12448862
1	can't	-
2	decide	-
3	if	2
4	i	-
5	dislike	-
6	nov	-
7	in	6
8	mn	-
9	more	-
10	than	9
11	aug	-
12	in	11
13	tx	-

TWEET	1687694024	18713219
1	Trying	-
2	to	-
3	stay	-
4	productive	-
5	today	-
6	.	-
7	Need	-
8	to	-
9	edit	-
10	pictures	-
11	.	-
12	Who	-
13	produces	-
14	best	-
15	photo	-
16	books	-
17	?	-
18	Any	-
19	recommendations	-
20	?	-
21	How	-
22	about	21
23	bus	-
24	.	-
25	Card	-
26	printing	-
27	?	-

TWEET	371807778261983232	63379818
1	I	-
2	posted	-
3	a	-
4	new	-
5	photo	-
6	to	2
7	Facebook	-
8	http://t.co/nPSJPCUqFG	-

TWEET	467567902045265921	58857735
1	clocbiggdawg	-
2	with	1
3	another	-
4	banger	-
5	!	-
6	I	-
7	appreciate	-
8	my	-
9	dawg	-
10	Big	-
11	A	-
12	for	11
13	sending	-
14	me	-
15	the	-
16	link	-
17	to	16
18	this	-
19	http://t.co/vapT1zPRpD	-

TWEET	28917908730	145996813
1	#baseball	-
2	Bengie	-
3	Molina	-
4	considers	-
5	retirement	-
6	after	5
7	World	-
8	Series	-
9	http://ow.ly/19FpN9	-

TWEET	420592110295719936	19543529
1	Typical	-
2	phone	-
3	convo	-
4	with	3
5	mom	-
6	freelancer	-
7	:	-
8	@BlakeMill23	-
9	:	-
10	My	-
11	daughter	-
12	is	-
13	afraid	-
14	of	13
15	Lucifer	-
16	.	-
17	Me	-
18	:	-
19	Um	-
20	.	-
21	What	-
22	?	-
23	Her	-
24	:	-
25	You	-
26	know	-
27	,	-
28	the	-
29	cat	-
30	on	29
31	Cinderella	-
32	.	-

TWEET	27328432102	7840012
1	A	-
2	brilliant	-
3	match	-
4	of	3
5	badminton	-
6	!	-
7	#cwg	-
8	#india	-

TWEET	6507625961	15359091
1	ugh	-
2	i	-
3	hate	-
4	it	-
5	when	-
6	i	-
7	leave	-
8	a	-
9	message	-
10	for	9
11	someone	-
12	and	-
13	he/she	-
14	doesn't	-
15	call	-
16	me	-
17	back	-
18	!	-

TWEET	2020057994	43724130
1	@Mom_16	-
2	Mabry	-
3	has	-
4	gone	-
5	as	4
6	many	-
7	as	6
8	4	-
9	days	-
10	without	9
11	pooping	-
12	.	-
13	Normal	-
14	?	-

TWEET	2863953407	28943833
1	MORNING	-
2	!	-
3	The	-
4	sun's	-
5	out	4
6	,	-
7	the	-
8	wind	-
9	is	-
10	blowing	-
11	,	-
12	and	-
13	there's	-
14	ice	-
15	cold	-
16	suika	-
17	in	16
18	my	-
19	belly	-
20	.	-
21	Life	-
22	is	-
23	good	-
24	.	-

TWEET	464659593306853376	21180722
1	Great	-
2	day	-
3	for	2
4	cycling	-
5	today	-
6	#Giro	-
7	#WT2014	-

TWEET	28917613777	27675842
1	@ninarosario	-
2	Home	-
3	is	-
4	where	-
5	I'd	-
6	like	-
7	to	-
8	be	-
9	right	-
10	now	-
11	!	-
12	My	-
13	mom	-
14	feeding	-
15	me	-
16	more	-
17	than	16
18	what	-
19	I	-
20	need	-
21	.	-
22	:)	-
23	the	-
24	best	-
25	!	-

TWEET	5939797279	25246763
1	http://twitpic.com/qh498	-
2	-	-
3	I	-
4	Took	-
5	This	-
6	On	4
7	The	-
8	Riverwalk	-
9	In	8
10	San	-
11	Antonio	-

TWEET	296116083407065088	15150176
1	What	-
2	movie/documentary	-
3	should	-
4	I	-
5	watch	-
6	on	5
7	Netflix	-
8	right	-
9	now	-
10	?	-
11	GO	-
12	!	-

TWEET	213105619715104769	531478246
1	Blu	-
2	Cantrell	-
3	just	-
4	came	-
5	on	-
6	my	-
7	Destiny's	-
8	Child	-
9	Pandora	-
10	.	-
11	See	-
12	what	-
13	happens	-
14	when	-
15	you	-
16	leave	-
17	the	-
18	door	-
19	open	-
20	?	-
21	Getcho	-
22	ass	-
23	out	21
24	!!!	-

TWEET	13846688285	17930672
1	@djgraham	-
2	I've	-
3	had	-
4	a	-
5	few	-
6	PHP	-
7	apps	-
8	that	7
9	actually	-
10	needed	-
11	a	-
12	couple	-
13	of	12
14	gb	-
15	of	14
16	memory	-
17	available	-
18	.	-
19	How's	-
20	that	-
21	for	20
22	bad	-
23	?	-
24	:(	-

TWEET	369185028128768001	41658787
1	@LivingVertical	-
2	Thanks	-
3	!	-
4	That's	-
5	200	-
6	years	-
7	of	6
8	diabetes	-
9	on	8
10	stage	-
11	.	-

TWEET	60838425846235136	65070960
1	@AiGameDev	-
2	Sure	-
3	!	-
4	My	-
5	game	-
6	-	-
7	indie	-
8	,	-
9	1.5	-
10	years	-
11	in	10
12	prod	-
13	.,	-
14	kind	-
15	of	14
16	racing	-
17	on	16
18	semi-procedural	-
19	endless	-
20	course	-
21	,	-
22	3D	-
23	physics	-
24	.	-

TWEET	28887040105	104148738
1	Young	-
2	K-pop	-
3	idols	-
4	fulfill	-
5	citizen	-
6	duties	-
7	in	4
8	regional	-
9	elections	-
10	.	-
11	-	-
12	Girls’	-
13	Generation	-
14	member	-
15	Yoona	-
16	casts	-
17	her	-
18	...	-
19	http://tumblr.com/xrqnedzoo	-

TWEET	295862764021374978	49578202
1	This	-
2	is	-
3	the	-
4	music	-
5	of	4
6	the	-
7	people	-
8	who	-
9	will	-
10	not	-
11	be	-
12	slaves	-
13	again	-
14	!	-

TWEET	175300582079344640	16453375
1	Can't	-
2	seem	-
3	to	-
4	stop	-
5	being	-
6	hungry	-
7	today	-
8	no	-
9	matter	-
10	what	-
11	I	-
12	eat	-
13	.	-
14	I	-
15	think	-
16	I'm	-
17	inadvertently	-
18	prepping	-
19	myself	-
20	for	18
21	the	-
22	possibility	-
23	of	22
24	being	-
25	snowbound	-

TWEET	387011965320568832	30124277
1	RJs	-
2	on	1
3	his	-
4	way	-
5	home	-
6	!	-
7	yayy	-
8	!	-
9	it's	-
10	been	-
11	way	-
12	too	-
13	quiet	-
14	around	13
15	here	-
16	without	13
17	him	-
18	.	-

TWEET	372230765603340288	28279452
1	A	-
2	Poem	-
3	Like	2
4	Oz	-
5	,	-
6	But	-
7	Not	-
8	Like	2
9	Oz	-
10	At	8
11	All	-
12	.	-
13	http://t.co/bxArpDJS1E	-

TWEET	28896260387	85882009
1	wow	-
2	Deja_fckn_Vu	-
3	i	-
4	had	-
5	a	-
6	dream	-
7	just	-
8	like	4
9	what	-
10	just	-
11	happened	-
12	to	11
13	me	-
14	just	-
15	now	-
16	,	-
17	shit	-
18	is	-
19	spooky-wierd	-

TWEET	129009204198522881	17857651
1	i	-
2	love	-
3	fried	-
4	rice	-
5	...	-
6	except	-
7	the	-
8	bits	-
9	that	8
10	fall	-
11	in	10
12	the	-
13	keyboard	-
14	#lunchtime	-

TWEET	207762947257270272	39658119
1	@connorsexual	-
2	That's	-
3	weird	-
4	.	-
5	I'm	-
6	on	5
7	Tumblr	-
8	right	-
9	now	-
10	.	-

TWEET	187510241452232704	84734624
1	@cocodiva80	-
2	I	-
3	don't	-
4	mind	-
5	being	-
6	a	-
7	coon	-
8	when	-
9	it	-
10	comes	-
11	to	10
12	food	-
13	.	-
14	LOL	-
15	*	-
16	bangs	-
17	fork	-
18	&	-
19	spoon	-
20	on	16
21	the	-
22	table	-
23	*	-

TWEET	65817699401482240	14788618
1	Watching	-
2	kids	-
3	in	2
4	the	-
5	nursery	-
6	during	1
7	the	-
8	Women's	-
9	mid-week	-
10	Bible	-
11	study	-
12	.	-
13	(@	0
14	Redeemer	-
15	Presbyterian	-
16	Church	-
17	)	-
18	http://4sq.com/kbqNKw	-

TWEET	417225358237499392	19394537
1	Mummy	-
2	and	-
3	Daddy	-
4	gone	-
5	out	-
6	for	4
7	a	-
8	run	-
9	together	-
10	.	-
11	No	-
12	use	-
13	arguing	-
14	with	13
15	Nana	-
16	-	-
17	who's	-
18	off	-
19	in	17
20	the	-
21	shower	-
22	now	-
23	I	-
24	have	-
25	submitted	-
26	!	-
27	http://t.co/1s7XlJ3kWs	-

TWEET	195927429041233920	23053519
1	The	-
2	end	-
3	of	2
4	the	-
5	day	-
6	cannot	-
7	come	-
8	more	-
9	quickly	-
10	.	-
11	I'm	-
12	ready	-
13	for	12
14	a	-
15	nap	-
16	!!	-

TWEET	236159526364143616	9559022
1	The	-
2	Old	-
3	Black	-
4	Church	-
5	!	-
6	:	-
7	Why	-
8	The	-
9	Black	-
10	Church	-
11	Won't	-
12	Hold	-
13	A	-
14	Prayer	-
15	Vigil	-
16	For	15
17	...	-
18	http://t.co/270YGbkN	-

TWEET	40142400189898752	41249307
1	@d_daniels	-
2	:	-
3	If	0
4	a	-
5	player	-
6	wins	-
7	his	-
8	first	-
9	match	-
10	,	-
11	then	-
12	loses	-
13	in	12
14	the	-
15	second	-
16	round	-
17	that's	-
18	a	-
19	t-17	-
20	,	-
21	technically	-
22	.	-
23	Does	-
24	that	-
25	count	-
26	as	-
27	top-25	-
28	?	-

TWEET	461894784173371392	712333
1	What's	-
2	your	-
3	favorite	-
4	part	-
5	of	4
6	the	-
7	@smithsonian	-
8	?	-
9	#placestovisitwhileatASTDICE	-

TWEET	1012347135	16652362
1	@thenaturalmommy	-
2	Great	-
3	ideas	-
4	regarding	-
5	the	-
6	price	-
7	of	6
8	birth	-
9	.	-
10	I	-
11	have	-
12	always	-
13	been	-
14	befuddled	-
15	that	-
16	birth	-
17	is	-
18	so	-
19	costly	-
20	!	-

TWEET	24214041509502977	16467673
1	@nicoledunn	-
2	on	7
3	my	-
4	profile	-
5	timeline	-
6	I	-
7	uploaded	-
8	them	-
9	yesterday	-
10	afternoon	-

TWEET	292726004445769728	16330558
1	I'm	-
2	at	1
3	Orlando	-
4	Speed	-
5	World	-
6	Drag	-
7	Strip	-
8	(	-
9	Orlando	-
10	,	-
11	FL	-
12	)	-
13	http://t.co/YpSkJiM2	-

TWEET	305152693557686272	23340054
1	Did	-
2	they	-
3	ever	-
4	find	-
5	those	-
6	kids	-
7	lost	-
8	near	7
9	Seagrove	-
10	??	-

TWEET	53900991883509762	25034687
1	He	-
2	reminds	-
3	me	-
4	of	2
5	a	-
6	Maxwell	-
7	&	-
8	Eric	-
9	Benet	-
10	combination	-
11	,	-
12	but	-
13	I'm	-
14	liking	-
15	his	-
16	song	-
17	"	-
18	Jon	-
19	Bennett	-
